Data,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Military Hospital Benin,Feb-24,33,33,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Military Hospital Benin,Mar-24,37,37,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Military Hospital Benin,Apr-24,41,41,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Military Hospital Benin,May-24,79,79,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Military Hospital Benin,Jun-24,38,38,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Military Hospital Benin,Jul-24,126,126,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,Oct-23,33,33,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,Nov-23,45,45,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,Dec-23,40,40,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,Jan-24,28,28,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,Feb-24,40,40,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,Mar-24,27,27,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,Apr-24,27,27,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,Oct-23,258,258,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,Nov-23,270,270,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,Dec-23,139,139,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,Jan-24,220,220,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,Feb-24,222,222,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,Mar-24,200,200,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,Apr-24,208,208,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,May-24,205,205,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,Jun-24,226,226,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,Jul-24,371,371,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,Oct-23,315,315,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,Nov-23,328,328,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,Dec-23,202,202,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,Jan-24,211,211,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,Feb-24,264,264,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,Mar-24,181,181,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,Apr-24,239,239,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,May-24,266,266,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,Jun-24,203,203,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,Jul-24,247,247,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,Oct-23,128,128,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,Nov-23,122,122,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,Dec-23,158,158,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,Jan-24,173,173,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,Feb-24,133,133,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,Mar-24,128,128,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,Apr-24,129,129,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,May-24,205,205,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,Jun-24,214,214,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,Jul-24,220,220,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Oct-23,135,135,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Nov-23,114,114,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Dec-23,87,87,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Jan-24,126,126,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Feb-24,65,65,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Mar-24,124,124,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Apr-24,130,130,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,May-24,84,84,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Jun-24,72,72,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,Jul-24,105,105,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Naval Medical Centre Kuje,Jul-24,9,9,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Oct-23,54,54,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Nov-23,67,67,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Dec-23,40,40,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Jan-24,54,54,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Feb-24,59,59,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Mar-24,49,49,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Apr-24,39,39,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,May-24,58,58,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Jun-24,60,60,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,Jul-24,59,59,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,Oct-23,59,59,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,Nov-23,49,49,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,Dec-23,60,60,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,Jan-24,118,118,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,Feb-24,49,49,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,Mar-24,150,150,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,Apr-24,82,82,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,May-24,54,54,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,Jun-24,53,53,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,Jul-24,170,170,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,Oct-23,30,30,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,Nov-23,26,26,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,Dec-23,17,17,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,Jan-24,45,45,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,Feb-24,33,33,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,Mar-24,34,34,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,Apr-24,35,35,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,May-24,32,32,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,Jun-24,26,26,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,Jul-24,36,36,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,Oct-23,800,800,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,Nov-23,800,800,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,Dec-23,640,640,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,Jan-24,1012,1012,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,Feb-24,559,559,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,Mar-24,467,467,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,Apr-24,774,774,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,May-24,364,364,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,Jun-24,319,319,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,Jul-24,528,528,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,Oct-23,155,155,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,Nov-23,262,262,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,Dec-23,117,117,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,Jan-24,142,142,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,Feb-24,161,161,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,Mar-24,68,68,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,Apr-24,202,202,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,May-24,158,158,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,Jun-24,137,137,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,Jul-24,202,202,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,Oct-23,69,69,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,Nov-23,91,91,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,Dec-23,65,65,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,Jan-24,60,60,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,Feb-24,53,53,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,Mar-24,58,58,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,Apr-24,73,73,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,May-24,74,74,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,Jun-24,89,89,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,Jul-24,86,86,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,Oct-23,166,166,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,Nov-23,194,194,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,Dec-23,135,135,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,Jan-24,170,170,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,Feb-24,184,184,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,Mar-24,113,113,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,Apr-24,156,156,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,May-24,174,174,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,Jun-24,133,133,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,Jul-24,227,227,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,Oct-23,32,32,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,Nov-23,28,28,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,Dec-23,34,34,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,Jan-24,32,32,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,Feb-24,37,37,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,Mar-24,43,43,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,Apr-24,25,25,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,May-24,31,31,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,Jun-24,30,30,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,Jul-24,32,32,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,Oct-23,212,212,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,Nov-23,141,141,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,Dec-23,125,125,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,Jan-24,172,172,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,Feb-24,128,128,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,Mar-24,122,122,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,Apr-24,181,181,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,May-24,164,164,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,Jun-24,164,164,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,Jul-24,185,185,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,Oct-23,131,131,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,Nov-23,175,175,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,Dec-23,147,147,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,Jan-24,95,95,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,Feb-24,104,104,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,Mar-24,108,108,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,Apr-24,162,162,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,May-24,156,156,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,Jun-24,135,135,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,Jul-24,193,193,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",Oct-23,28,28,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",Nov-23,21,21,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",Dec-23,11,11,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",Jan-24,18,18,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",Feb-24,13,13,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",Mar-24,16,16,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",Apr-24,14,14,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",May-24,22,22,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",Jun-24,14,14,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",Jul-24,17,17,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la Community Health Research Center Yaba,Oct-23,663,663,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la Community Health Research Center Yaba,Nov-23,1102,1102,1,1,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la Community Health Research Center Yaba,Dec-23,385,385,1,1,1,1
