Data,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Military Hospital Benin,February 2024,33.0,33.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Military Hospital Benin,March 2024,37.0,37.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Military Hospital Benin,April 2024,41.0,41.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Military Hospital Benin,May 2024,79.0,79.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Military Hospital Benin,June 2024,38.0,38.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,October 2023,33.0,33.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,November 2023,45.0,45.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,December 2023,40.0,40.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,January 2024,28.0,28.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,February 2024,40.0,40.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,March 2024,27.0,27.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,ed Nigerian Army School of Supply and Transport Medical Reception Station Benin,April 2024,27.0,27.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,October 2023,258.0,258.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,November 2023,270.0,270.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,December 2023,139.0,139.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,January 2024,220.0,220.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,February 2024,222.0,222.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,March 2024,200.0,200.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,April 2024,235.0,235.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,May 2024,253.0,253.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,en 82 Division Medical Services and Hospital Enugu,June 2024,293.0,293.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,October 2023,315.0,315.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,November 2023,328.0,328.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,December 2023,202.0,202.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,January 2024,211.0,211.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,February 2024,264.0,264.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,March 2024,181.0,181.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,April 2024,239.0,239.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,May 2024,266.0,266.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc 063 Nigerian Airforce Hospital Abuja,June 2024,203.0,203.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,October 2023,128.0,128.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,November 2023,122.0,122.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,December 2023,158.0,158.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,January 2024,173.0,173.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,February 2024,133.0,133.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,March 2024,128.0,128.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,April 2024,129.0,129.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,May 2024,205.0,205.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Defence Headquarters Medical Center Abuja,June 2024,214.0,214.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,October 2023,135.0,135.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,November 2023,114.0,114.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,December 2023,87.0,87.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,January 2024,126.0,126.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,February 2024,65.0,65.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,March 2024,124.0,124.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,April 2024,130.0,130.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,May 2024,84.0,84.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Guards Brigade Medical Center Mambilla Barracks Abuja,June 2024,72.0,72.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,October 2023,54.0,54.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,November 2023,67.0,67.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,December 2023,40.0,40.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,January 2024,54.0,54.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,February 2024,59.0,59.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,March 2024,49.0,49.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,April 2024,39.0,39.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,May 2024,58.0,58.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,fc Nigerian Army Officers Wives Association (NAOWA) Women Hospital,June 2024,60.0,60.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,October 2023,59.0,59.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,November 2023,49.0,49.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,December 2023,60.0,60.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,January 2024,118.0,118.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,February 2024,49.0,49.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,March 2024,150.0,150.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,April 2024,82.0,82.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,May 2024,54.0,54.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,im 34 Brigade Medical Centre Owerri,June 2024,53.0,53.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,October 2023,30.0,30.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,November 2023,26.0,26.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,December 2023,17.0,17.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,January 2024,45.0,45.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,February 2024,33.0,33.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,March 2024,34.0,34.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,April 2024,35.0,35.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,May 2024,32.0,32.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 1 Division Hospital Kaduna,June 2024,26.0,26.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,October 2023,800.0,800.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,November 2023,800.0,800.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,December 2023,640.0,640.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,January 2024,1012.0,1012.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,February 2024,559.0,559.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,March 2024,467.0,467.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,April 2024,774.0,774.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,May 2024,364.0,364.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 44 Nigerian Army Reference Hospital Kaduna,June 2024,319.0,319.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,October 2023,155.0,155.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,November 2023,262.0,262.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,December 2023,117.0,117.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,January 2024,142.0,142.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,February 2024,161.0,161.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,March 2024,68.0,68.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,April 2024,202.0,202.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,May 2024,158.0,158.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kd 461 Nigerian Airforce Hospital Kaduna,June 2024,137.0,137.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,October 2023,69.0,69.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,November 2023,91.0,91.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,December 2023,65.0,65.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,January 2024,60.0,60.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,February 2024,53.0,53.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,March 2024,58.0,58.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,April 2024,73.0,73.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,May 2024,74.0,74.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn 465 Nigerian Airforce Hospital Kano,June 2024,89.0,89.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,October 2023,166.0,166.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,November 2023,194.0,194.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,December 2023,135.0,135.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,January 2024,170.0,170.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,February 2024,184.0,184.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,March 2024,113.0,113.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,April 2024,156.0,156.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,May 2024,174.0,174.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,kn Armed Forces Specialist Hospital Kano,June 2024,133.0,133.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,October 2023,32.0,32.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,November 2023,28.0,28.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,December 2023,34.0,34.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,January 2024,32.0,32.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,February 2024,37.0,37.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,March 2024,43.0,43.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,April 2024,25.0,25.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,May 2024,31.0,31.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 149 Battalion Medical Reception Station Ojo,June 2024,30.0,30.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,October 2023,212.0,212.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,November 2023,141.0,141.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,December 2023,125.0,125.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,January 2024,172.0,172.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,February 2024,128.0,128.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,March 2024,122.0,122.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,April 2024,181.0,181.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,May 2024,164.0,164.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 661 Nigerian Airforce Hospital Ikeja,June 2024,164.0,164.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,October 2023,131.0,131.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,November 2023,175.0,175.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,December 2023,147.0,147.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,January 2024,95.0,95.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,February 2024,104.0,104.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,March 2024,108.0,108.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,April 2024,162.0,162.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,May 2024,156.0,156.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la 68 Nigerian Army Reference Hospital Yaba,June 2024,135.0,135.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",October 2023,28.0,28.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",November 2023,21.0,21.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",December 2023,11.0,11.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",January 2024,18.0,18.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",February 2024,13.0,13.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",March 2024,16.0,16.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",April 2024,14.0,14.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",May 2024,22.0,22.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,"la 9 Brigade Medical Center, Ikeja",June 2024,14.0,14.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la Community Health Research Center Yaba,October 2023,663.0,663.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la Community Health Research Center Yaba,November 2023,1102.0,1102.0,1.0,1.0,1,1
HTS_TST: Total Newly Tested for HIV (Including KP) FY23,la Community Health Research Center Yaba,December 2023,385.0,385.0,1.0,1.0,1,1
